Слово,Частота
чёрного,1
смотрели,1
берегов,1
услышал,1
понял,1
пророчество,1
сбылось,1
само,1
гниёт,1
зелёной,1
реке,1
сгорит,1
стремительно,1
распадаясь,1
жир,1
атомы,1
проклятьем,1
грозит,1
судом,1
семье,1
виноватого,1
скрипело,1
царапая,1
скальп,1
продолжили,1
прежде,1
укроет,1
ветер,1
растащит,1
последние,1
приеду,1
набери,1
скачаю,1
фильмы,1
мишеля,1
гондри,1
воскресенья,1
среду,1
злобных,1
бывших,1
скотт,1
пилигрим,1
главный,1
квест,1
залезть,1
комплименты,1
принимаешь,1
лесть,1
отдам,1
дажедажедаже,1
абсолютно,1
хрущёвки,1
обвивают,1
шею,1
петля,1
потерялся,1
вечном,1
лабиринте,1
стала,1
гораздо,1
заведём,1
четырнадцать,1
пусто,1
ровно,1
всевышний,1
оставит,1
благословит,1
взрастим,1
юного,1
царя,1
зверей,1
планете,1
недостаточно,1
мазут,1
ползёт,1
шершавой,1
поёт,1
гнусные,1
заберётся,1
постель,1
заполнить,1
собою,1
похитить,1
сераля,1
внизу,1
мотив,1
припомнит,1
издеваясь,1
дёсны,1
беззубые,1
скаля,1
спугнут,1
победил,1
пьяное,1
прижмёт,1
мостовая,1
недели,1
пролетели,1
номере,1
отеля,1
литейном,1
октавиана,1
преисполнившись,1
похмелья,1
тихой,1
нежностью,1
отвращением,1
выбежал,1
похожего,1
спросил,1
выглядел,1
копия,1
ответив,1
прекрасно,1
прелестно,1
великолепно,1
интересно,1
давних,1
знакомых,1
порно,1
ненавидел,1
явилась,1
стараясь,1
вызвать,1
зависть,1
счастья,1
напёрсток,1
жалость,1
выскочишь,1
напомнить,1
сумеет,1
похмелье,1
кончилось,1
изменить,1
повторил,1
благодарен,1
перестать,1
заставлять,1
чувствовать,1
сбегаешь,1
плохое,1
приготовь,1
грим,1
парад,1
покалеченных,1
переживших,1
натяни,1
посильнее,1
улыбку,1
ошибка,1
снаружи,1
узнает,1
припев,1
после,1
прочтения,1
сжечь,1
замок,1
ключ,1
летит,1
пред,1
намного,1
заставили,1
остыть,1
убедиться,1
потом,1
глупых,1
заглушая,1
тишину,1
трущоб,1
луну,1
способны,1
слушать,1
мольбы,1
дворах,1
ждут,1
лужи,1
ядовитый,1
кричу,1
изо,1
звука,1
чёрных,1
глубин,1
летят,1
пузыри,1
другом,1
отчаянно,1
дышать,1
проплывали,1
недоумённо,1
пучине,1
океана,1
солёного,1
ответить,1
открыть,1
поехал,1
узнав,1
старике,1
горланит,1
солёном,1
языке,1
новость,1
резали,1
мелодии,1
фокстрота,1
ктулху,1
азатота,1
отращиваю,1
суда,1
оголённый,1
провод,1
завернувшись,1
коммунальных,1
разрисованных,1
пристальным,1
взором,1
систем,1
тяжестью,1
надеемся,1
лучшую,1
этажи,1
остановка,1
кольцевой,1
увёз,1
слово,1
придётся,1
пережить,1
живу,1
новый,1
скелетом,1
твоём,1
шкафу,1
двоих,1
встречать,1
весну,1
светят,1
топлю,1
бутылке,1
горькой,1
детьми,1
капает,1
мозг,1
кран,1
позади,1
съедение,1
клопам,1
mon,1
ami,1
попытке,1
саморазрушения,1
станции,1
утешения,1
больнице,1
сансары,1
запертые,1
необъятной,1
панораме,1
параллельных,1
припадке,1
просветления,1
наполовину,1
искренние,1
извинения,1
достать,1
хватает,1
сантиметра,1
сижу,1
языком,1
крадусь,1
дворами,1
центр,1
панельной,1
окраины,1
молюсь,1
любым,1
богам,1
украли,1
собаки,1
тех,1
бодры,1
рассвета,1
холодную,1
август,1
дождливого,1
хотят,1
веселиться,1
пугают,1
пацаны,1
заигрались,1
зарницу,1
боишься,1
плану,1
сверху,1
раздался,1
янки,1
убегайте,1
слышали,1
пьянки,1
свернётся,1
колесом,1
пророчит,1
вышло,1
несётся,1
джаханнам,1
уме,1
кидаюсь,1
ошалелый,1
богородица,1
укоризной,1
пожалеет,1
прижмусь,1
проследую,1
безмолвным,1
сателлитом,1
плохим,1
словом,1
назвать,1
захочет,1
давний,1
разрушит,1
прочным,1
залезу,1
обидчика,1
обрею,1
непривычным,1
охотником,1
добыча,1
благородная,1
вендетта,1
сделает,1
чище,1
говорить,1
круче,1
сиять,1
дарить,1
отражении,1
проклиная,1
выходя,1
миру,1
одолжение,1
которое,1
понятно,1
доппельгангер,1
врывается,1
тоналя,1
депрессия,1
пытается,1
отправить,1
побыть,1
причинять,1
объяснить,1
думаю,1
тусклее,1
краска,1
волосах,1
значат,1
рождает,1
реальность,1
сплю,1
ночам,1
читаю,1
альбера,1
камю,1
свечах,1
серость,1
будней,1
осточертело,1
способ,1
надёжный,1
проверенный,1
многими,1
избавить,1
социофобии,1
музыка,1
танцы,1
наркотики,1
делайте,1
народу,1
негде,1
сесть,1
двигайте,1
вызывайте,1
омон,1
дискоармагеддон,1
музыки,1
громкой,1
колонках,1
хотели,1
безумном,1
веселье,1
передумал,1
окончена,1
вон,1
оуоо,1
общество,1
дружелюбным,1
натужно,1
цветной,1
раскраской,1
личностную,1
пустошь,1
друзьяголограммы,1
тостера,1
системе,1
обмана,1
покажу,1
указательным,1
безымянным,1
созданы,1
прятаться,1
складывать,1
превращая,1
графоманские,1
стихи,1
надеюсь,1
узнаешь,1
сбежишь,1
набраться,1
сомкнуть,1
бессонницей,1
нищетой,1
варьете,1
запутались,1
ролях,1
декаданс,1
пляски,1
костях,1
зову,1
услышишь,1
некуда,1
деться,1
сжираемый,1
страхом,1
пастью,1
балкона,1
обливион,1
формалином,1
пепелище,1
нашего,1
приходя,1
надеваю,1
большую,1
кофту,1
отказываю,1
праве,1
закрываю,1
превращаюсь,1
кокон,1
никогданикогда,1
хотелось,1
луной,1
сторону,1
самоуважение,1
называют,1
тщеславием,1
поновому,1
молчаливых,1
криков,1
самоистязания,1
одиночества,1
неизбежность,1
вряд,1
ли,1
поймёшь,1
поверишь,1
видел,1
безумный,1
котором,1
барин,1
делать,1
омут,1
поверил,1
чудо,1
птицей,1
прочь,1
глянь,1
колотые,1
раны,1
брошенное,1
комиссарааа,1
theyre,1
coming,1
get,1
you,1
barbara,1
эскалатор,1
пересесть,1
конечной,1
мостами,1
старый,1
обветшалым,1
фасадом,1
свита,1
стёкла,1
малахита,1
целуемся,1
танце,1
макабра,1
сердцем,1
залитым,1
оправданий,1
придумать,1
запиши,1
счёт,1
позже,1
бары,1
мосты,1
площадь,1
безбожно,1
помнишь,1
первые,1
сентября,1
тёплый,1
асфальт,1
казалось,1
улице,1
взрослей,1
работаем,1
купить,1
саван,1
рождаемся,1
маленькой,1
чужих,1
крепче,1
спалось,1
заменяем,1
разрежет,1
пронзительный,1
стон,1
сирен,1
строил,1
ракету,1
бороздил,1
признаки,1
разных,1
планетах,1
брал,1
плен,1
удивительных,1
спасал,1
гибели,1
везде,1
слава,1
признание,1
почёт,1
закончилось,1
рассыпались,1
космос,1
сменил,1
холодный,1
расчёт,1
неужто,1
мальчик,1
ракете,1
продавцомконсультантом,1
сказку,1
космонавта,1
восход,1
планетой,1
одним,1
целым,1
звёздами,1
разгадать,1
секретов,1
гнёшь,1
продавая,1
машинки,1
нарезки,1
хлеба,1
поздней,1
горький,1
звёздного,1
корчит,1
королеву,1
бала,1
деле,1
даёт,1
ягуара,1
зубами,1
кожей,1
караул,1
базара,1
производства,1
китай,1
любимое,1
блюдо,1
пивас,1
минтай,1
учится,1
плохо,1
своем,1
пту,1
считает,1
шедевром,1
оттенки,1
книг,1
читала,1
зовет,1
быдло–кун,1
мечтает,1
чудеса,1
проснувшись,1
найти,1
билеты,1
родной,1
тянет,1
дну,1
верная,1
красивая,1
самое,1
православная,1
адидасе,1
спайсе,1
столице,1
мира,1
встретишь,1
любимую,1
прошепчу,1
ухо,1
тайну,1
превратится,1
слух,1
откроем,1
алюсники,1
расскажут,1
соберёшь,1
концу,1
понесёшь,1
опустится,1
кожу,1
диск,1
выплюнет,1
сонм,1
лучиковресниц,1
муринские,1
разбегутся,1
вылетишь,1
изгнанная,1
жестокий,1
несбыточной,1
мечтой,1
диапазоне,1
счастьем,1
молчанье,1
повиснет,1
инстинктом,1
размножения,1
фатум,1
приведёт,1
забудь,1
таю,1
озарения,1
извне,1
здания,1
наедине,1
искрызажигалки,1
чёрной,1
простыне,1
попросишь,1
спалю,1
живое,1
наполненный,1
бассейн,1
годзилла,1
разрушила,1
токио,1
грёз,1
гадко,1
пьяным,1
мечтал,1
маяковским,1
северяниным,1
числе,1
насколько,1
маски,1
весьма,1
мерзкая,1
личность,1
мрака,1
зовём,1
жизнью,1
эгоизмом,1
привязал,1
сверхпрочным,1
канатом,1
могла,1
трамвая,1
часа,1
морозе,1
учился,1
прилежно,1
задания,1
писал,1
тетрадь,1
подари,1
которой,1
пугать,1
стыда,1
позора,1
боли,1
принес,1
вася,1
предали,1
признаться,1
круто,1
лопушок,1
социоблядь,1
замечу,1
коечто,1
другие,1
заметят,1
суть,1
im,1
so,1
tired,1
love,1
songs,1
stuck,1
in,1
my,1
head,1
повода,1
уйти,1
воды,1
звёздными,1
бликами,1
обними,1
луноликая,1
достану,1
сейфа,1
переплавленный,1
огарок,1
вручу,1
хватит,1
врать,1
сравнять,1
построили,1
ж,1
ломай,1
пытаться,1
считаешь,1
правильным,1
след,1
оставили,1
сердцах,1
жителей,1
планеты,1
прощаю,1
невыполненные,1
обещания,1
чёртову,1
жёлтый,1
песок,1
чайкам,1
скалы,1
пляж,1
живот,1
вспорол,1
узких,1
подворотнях,1
набираю,1
карманы,1
девушке,1
нектарины,1
тени,1
пальм,1
мираж,1
неизведанный,1
остров,1
отшибе,1
чёрту,1
образ,1
семейной,1
идиллии,1
крышами,1
бугенвиллий,1
иронично,1
безумие,1
вперемешку,1
отчаяньем,1
кошки,1
моря,1
имени,1
почуяв,1
моего,1
терпения,1
раздватри,1
поцелуями,1
считать,1
дождик,1
каплями,1
тучи,1
падать,1
сорванные,1
петли,1
дверях,1
каждому,1
кораблю,1
раздеты,1
маленькие,1
нашим,1
пятым,1
летом,1
сомневаться,1
выбирали,1
вереницы,1
лиц,1
воу,1
собирая,1
капли,1
ресницах,1
хотеть,1
обещал,1
чё,1
братва,1
помчали,1
ищи,1
сказать,1
уснёшь,1
встаёт,1
сойду,1
уезжая,1
vishnu,1
is,1
trying,1
persuade,1
prince,1
that,1
he,1
should,1
do,1
duty,1
impress,1
him,1
takes,1
on,1
multiarmed,1
form,1
says,1
now,1
am,1
become,1
death,1
destroyer,1
worlds,1
облако,1
элементарных,1
частиц,1
такова,1
связать,1
ничья,1
тульпа,1
mea,1
maxima,1
culpa,1
гляну,1
видит,1
яма,1
смотрю,1
распутать,1
нэнси,1
дрю,1
коли,1
улыбнется,1
лягнет,1
сапог,1
бедра,1
стянет,1
серой,1
пеной,1
смущаясь,1
спрячется,1
ответа,1
наверху,1
пьяный,1
богсибарит,1
бросает,1
окурки,1
фантики,1
короне,1
мантии,1
тактики,1
романтики,1
везение,1
вопросов,1
яснее,1
святых,1
нож,1
быков,1
спугнёшь,1
придём,1
вам,1
скрыться,1
незачем,1
спешить,1
паноптикум,1
решётку,1
поделать,1
ждали,1
и…,1
родишься,1
морге,1
кровавой,1
оргии,1
старта,1
асфальта,1
ищем,1
ангела,1
азраила,1
последнюю,1
взатяг,1
травы,1
красиво,1
трансе,1
разложился,1
реверансе,1
подводка,1
цела,1
невредимая,1
слезой,1
замечаешь,1
этих,1
намешаешь,1
тоской,1
грустный,1
диджей,1
дождём,1
идёшь,1
совсем,1
промокшая,1
подружки,1
лужей,1
мазала,1
поверх,1
тоскливо,1
бетона,1
дней,1
надеялся,1
придёшь,1
встаньте,1
заиграл,1
ваш,1
гимн,1
реквием,1
мечте,1
гильотин,1
споёт,1
панихиду,1
свободной,1
безупречно,1
прекрасная,1
пуля,1
висок,1
конце,1
невоспетый,1
поэт,1
терновом,1
венце,1
чёрнобелой,1
осени,1
садись,1
истребитель,1
полетим,1
12,1
парсеков,1
татуин,1
бэн,1
кеноби,1
живет,1
пустыне,1
r2,1
отправь,1
письмо,1
корусант,1
вернемся,1
чуббака,1
хан,1
соло,1
лея,1
сенатор,1
падмэ,1
умна,1
оби,1
ван,1
твое,1
холодно,1
лед,1
планета,1
хот,1
непостижима,1
боба,1
фет,1
убью,1
джедайский,1
совет,1
дядю,1
тетю,1
подарю,1
эвок,1
блестят,1
молния,1
рук,1
ландо,1
колризиан,1
притянула,1
луч,1
захвата,1
шлема,1
забываю,1
кажусь,1
чуббакой,1
взорвала,1
альдериан,1
сила,1
ран,1
губы,1
ситхов,1
клан,1
скорчится,1
подъезде,1
умрёт,1
затемно,1
гроб,1
накроем,1
скатертью,1
свадебку,1
фольга,1
занавесила,1
фата,1
сомнения,1
кисло,1
улыбнулся,1
некто,1
злонамеренный,1
hes,1
a,1
fucking,1
thief,1
деревянный,1
3,1
метра,1
сверкает,1
новой,1
звездой,1
музыку,1
устройте,1
празднество,1
выколи,1
женись,1
однокласснице,1
приползет,1
поисках,1
самоочищение,1
самовозгорание,1
уснет,1
конуре,1
сладких,1
снов,1
головамонпансье,1
укройся,1
фаянса,1
прыщавое,1
эпохи,1
декаданса,1
сорокалетний,1
дурень,1
жалеет,1
разве,1
забудет,1
домкатафалк,1
женалоботомия,1
увидев,1
таракана,1
вылетела,1
брюха,1
спала,1
растащили,1
брюки,1
сувениры,1
ключи,1
подорожник,1
второкурсницы,1
обнаружили,1
предпочла,1
эту,1
забытую,1
богом,1
хату,1
северном,1
проспекте,1
молясь,1
секрете,1
проснулся,1
мятый,1
пота,1
прожитым,1
изувеченный,1
глупый,1
безработный,1
растворившийся,1
джине,1
льдом,1
лагере,1
портвейне,1
колой,1
палёной,1
водке,1
петербургской,1
богеме,1
грязной,1
кивком,1
приветствовал,1
насекомых,1
тошно,1
знакомы,1
выпитые,1
литры,1
исковеркали,1
вспомнить,1
пытаясь,1
глядел,1
рога,1
зеркале,1
чуть,1
родителя,1
вспомнил,1
позабыть,1
подъезд,1
выплюнул,1
solaris,1
разговоры,1
водителем,1
разбираюсь,1
саб,1
хрипит,1
надрываясь,1
пятнадцать,1
каду,1
наигранно,1
жму,1
уверенно,1
гуру,1
контркультуры,1
втайне,1
мечтая,1
забить,1
арматурой,1
расколоть,1
череп,1
корчится,1
кланяюсь,1
перед,1
духе,1
высшего,1
общества,1
выпил,1
баром,1
вспомнилось,1
варвара,1
красивое,1
вообразил,1
судьбу,1
варвары,1
напугал,1
тараканы,1
растрёпанный,1
нескладный,1
мальчишек,1
пугающе,1
безрадостным,1
детством,1
растает,1
взойдёт,1
слушаешь,1
наушниках,1
движут,1
планету,1
находишься,1
реанимации,1
эмоций,1
дефибрилляцию,1
госпитале,1
душ,1
проводят,1
удаленные,1
миль,1
близко…,1
пустоты,1
выкину,1
головы,1
плохие,1
сброшу,1
оковы,1
биться,1
воздуха,1
тошнит,1
открыты,1
приди,1
фрэнк,1
джерард,1
баки,1
стив,1
трой,1
сиван,1
тайлер,1
окли,1
дэн,1
фил,1
л,1
лайт,1
пудипай,1
эдгар,1
живем,1
свободными,1
молодыми,1
уличной,1
пыли,1
скрывая,1
постоянный,1
надзор,1
странный,1
ночные,1
звонки,1
белые,1
воронки,1
смеясь,1
горя,1
празднуя,1
паранойя,1
кенотаф,1
могила,1
порохом,1
нафталином,1
взрослых,1
радостный,1
визг,1
проживаем,1
века,1
мессии,1
праздник,1
ультранасилия,1
идём,1
посадку,1
падаем,1
коекак,1
впопыхах,1
полуправда,1
клевета,1
совру,1
увидишь,1
кредит,1
уютный,1
саркофаг,1
вуаль,1
пиджак,1
ружьям,1
власть,1
вены,1
разрушить,1
горсть,1
гроба,1
живи,1
умри,1
кайф,1
газетам,1
корми,1
госпел,1
страждущей,1
радость,1
миражи,1
смятой,1
постели,1
свежие,1
пятна,1
теряя,1
поедет,1
мотель,1
армида,1
наутро,1
бордельеро,1
имеющих,1
жаждущих,1
страстей,1
селадон,1
пьёт,1
дна,1
благоверная,1
грехи,1
растают,1
клятвопреступник,1
начинается,1
робких,1
признаний,1
клятвой,1
скреплённый,1
священный,1
обет,1
обещали,1
причудливый,1
пируэт,1
вперевалку,1
питерских,1
окраин,1
бури,1
пустыри,1
наушникикостыли,1
раствориться,1
перетолках,1
шалманов,1
кривых,1
площадей,1
бессмысленных,1
наколках,1
наступит,1
захотим,1
наврал,1
впереди,1
городлепрозорий,1
посреди,1
беспризорник,1
соберём,1
отребье,1
глубине,1
петь,1
вопреки,1
стой,1
перекрестье,1
маленькая,1
взорву,1
белую,1
бестию,1
лезвием,1
кончится,1
песенка,1
неврастеника,1
аненербе,1
туле,1
врил,1
брызги,1
белил,1
взорвал,1
накрыл,1
осколками,1
еле,1
дышу,1
сделай,1
нераскрывшийся,1
парашют,1
горе,1
недолгое,1
читай,1
сиюминутное,1
пообещай,1
читать,1
пойдём,1
пошли,1
влети,1
камень,1
сломай,1
оставил,1
думал,1
пронесёт,1
пряничном,1
доме,1
твоем,1
проползёт,1
таракан,1
узнаёшь,1
свинца,1
пройдёт,1
переулками,1
свора,1
бродячих,1
собак,1
хладнокровен,1
бледен,1
труп,1
сержант,1
бертран,1
беспринципность,1
наигранный,1
фарс,1
вместо,1
пенопласт,1
отравляя,1
метели,1
бумаг,1
поглотят,1
многоэтажки,1
переварит,1
автозак,1
оды,1
тщете,1
меньше,1
нот,1
текст,1
колено,1
нищете,1
поклоняюсь,1
плавился,1
пластмассы,1
мёртвые,1
пели,1
штробасом,1
смеялись,1
шутила,1
запахло,1
фентанилом,1
накажу,1
ананасы,1
шампанском,1
истеблишмент,1
атавизм,1
венский,1
шансон,1
скорая,1
приедет,1
трущобный,1
замерзнем,1
вскоре,1
уснем,1
смирительных,1
рубашках,1
пялимся,1
экран,1
богема,1
нелепый,1
канкан,1
сатьяграха,1
кухонный,1
спор,1
дирижер,1
розетки,1
четырёх,1
стенах,1
однокомнатные,1
клетки,1
смеются,1
мудр,1
научит,1
джима,1
джонса,1
довольны,1
овцы,1
щедром,1
пастухе,1
обещает,1
благодать,1
гипнотизёр,1
неве,1
сильно,1
впасть,1
забытие,1
сладко,1
гнилью,1
карманам,1
раскидаю,1
стаканы,1
простишь,1
грязные,1
липнут,1
языку,1
попробуй,1
сказал,1
утру,1
пылью,1
уйдёшь,1
проглотит,1
электричка,1
выплюнув,1
квартира,1
тонет,1
янтаре,1
застрял,1
непрошеный,1
спасение,1
последняя,1
просьба,1
шот,1
гвоздь,1
любви,1
жертвой,1
недовольной,1
подставит,1
щёку,1
вторую,1
запутано,1
паутине,1
плотно,1
закутана,1
нарушу,1
приторно,1
мнимый,1
покой,1
теплится,1
страхами,1
ложь,1
устах,1
выгнешься,1
скалами,1
напоказ,1
солёный,1
берег,1
поймём,1
той,1
волшебной,1
бумажной,1
салфетке,1
силах,1
притворяться,1
реальными,1
воспоминания,1
важны,1
бессонные,1
вечера,1
остаются,1
забыть,1
вспоминаешь,1
порой,1
смоет,1
песчинки,1
камне,1
менять,1
свежее,1
стекла,1
тепла,1
знакомые,1
тянулся,1
достал,1
поменяешь,1
районы,1
пролетает,1
сложно,1
тюрьмою,1
спальный,1
цветными,1
волосами,1
прошлом,1
сбегу,1
написал,1
прочитаешь,1
строк,1
список,1
желаний,1
поливальные,1
машины,1
разбудят,1
офис,1
два…,1
катал,1
чёртовом,1
лучшее,1
отсеять,1
стонами,1
чаек,1
обнявшись,1
отчаянием,1
приглашает,1
серебристую,1
учиться,1
нырять,1
отнять,1
убить,1
бдительность,1
ослепляя,1
всплываю,1
дюйм,1
бурей,1
окном,1
роем,1
саранчи,1
потратил,1
бесполезный,1
oh,1
shit,1
бессмысленные,1
травит,1
бытовой,1
яд,1
самымсамым,1
злобным,1
смехом,1
бесконечною,1
войной,1
запахом,1
гнилья,1
пыльных,1
тротуаров,1
колыбелька,1
баюбай,1
забывай,1
подскажет,1
календарь,1
бывает,1
обниму,1
замолчит,1
шлю,1
воздушный,1
поцелуй,1
растворяемся,1
грязным,1
зажглось,1
ярко,1
сияет,1
рухнувший,1
цеппелин,1
гинденбург,1
объятый,1
пулей,1
крови,1
второй,1
радостном,1
марше,1
слышится,1
слышно,1
отдан,1
страна,1
прикована,1
танку,1
свернёт,1
восток,1
закутанный,1
цинк,1
цель,1
проста,1
дожить,1
бешеном,1
марте,1
клетке,1
закованный,1
бес,1
выпускаю,1
веселится,1
выпьет,1
съест,1
заодно,1
завтрашний,1
паршиво,1
синие,1
уставились,1
догорает,1
слухи,1
вплелись,1
пепельный,1
шлейф,1
бутылкой,1
руке,1
брошенный,1
непрощённый,1
никем,1
злой,1
выбрались,1
зоопарка,1
горевать,1
взлетим,1
жалко,1
писать,1
стамбул,1
какие,1
сущие,1
копейки,1
сучьи,1
бледный,1
трепонема,1
бедность,1
проблема,1
мам,1
еде,1
петербург,1
думаешь,1
